eval_id,interaction_id,qa_score,customer_critical,business_critical,compliance_critical
QA-001464,INT-020665,1.0,0,0,0
QA-001465,INT-003229,0.0,1,0,0
QA-001466,INT-015865,0.89,0,0,0
QA-001467,INT-015691,1.0,0,0,0
QA-001468,INT-010601,0.95,0,0,0
QA-001469,INT-036965,0.0,0,1,0
QA-001470,INT-013312,1.0,0,0,0
QA-001471,INT-016802,1.0,0,0,0
QA-001472,INT-019676,0.0,0,1,0
QA-001473,INT-016146,0.0,0,1,0
QA-001474,INT-021175,0.92,0,0,0
QA-001475,INT-030451,0.94,0,0,0
QA-001476,INT-040645,0.92,0,0,0
QA-001477,INT-038812,0.95,0,0,0
QA-001478,INT-011018,1.0,0,0,0
QA-001479,INT-002534,1.0,0,0,0
QA-001480,INT-019616,1.0,0,0,0
QA-001481,INT-039919,1.0,0,0,0
QA-001482,INT-008823,1.0,0,0,0
QA-001483,INT-020209,1.0,0,0,0
QA-001484,INT-009933,0.95,0,0,0
QA-001485,INT-003027,0.92,0,0,0
QA-001486,INT-002662,1.0,0,0,0
QA-001487,INT-013609,0.91,0,0,0
QA-001488,INT-011543,0.87,0,0,0
QA-001489,INT-015380,0.94,0,0,0
QA-001490,INT-024659,0.85,0,0,0
QA-001491,INT-042245,0.0,1,0,0
QA-001492,INT-001604,0.92,0,0,0
QA-001493,INT-031608,1.0,0,0,0
QA-001494,INT-033429,0.87,0,0,0
QA-001495,INT-003257,1.0,0,0,0
QA-001496,INT-036546,1.0,0,0,0
QA-001497,INT-032957,0.74,0,0,0
QA-001498,INT-029221,0.99,0,0,0
QA-001499,INT-045865,1.0,0,0,0
QA-001500,INT-036285,0.75,0,0,0
QA-001501,INT-041273,0.78,0,0,0
QA-001502,INT-025934,0.98,0,0,0
QA-001503,INT-024156,0.86,0,0,0
QA-001504,INT-026094,0.96,0,0,0
QA-001505,INT-018004,0.97,0,0,0
QA-001506,INT-010766,0.95,0,0,0
QA-001507,INT-023074,0.83,0,0,0
QA-001508,INT-041045,0.98,0,0,0
QA-001509,INT-005444,1.0,0,0,0
QA-001510,INT-010326,0.0,0,0,1
QA-001511,INT-045228,0.9,0,0,0
QA-001512,INT-023110,0.93,0,0,0
QA-001513,INT-014479,0.94,0,0,0
QA-001514,INT-006670,0.88,0,0,0
QA-001515,INT-023440,0.95,0,0,0
QA-001516,INT-000294,0.0,1,0,0
QA-001517,INT-011028,1.0,0,0,0
QA-001518,INT-045229,0.93,0,0,0
QA-001519,INT-013698,0.92,0,0,0
QA-001520,INT-013697,0.96,0,0,0
QA-001521,INT-005707,1.0,0,0,0
QA-001522,INT-025592,1.0,0,0,0
QA-001523,INT-008657,0.87,0,0,0
QA-001524,INT-039629,1.0,0,0,0
QA-001525,INT-004120,1.0,0,0,0
QA-001526,INT-017481,0.95,0,0,0
QA-001527,INT-013225,0.94,0,0,0
QA-001528,INT-013700,0.0,0,0,1
QA-001529,INT-006820,1.0,0,0,0
QA-001530,INT-032545,0.85,0,0,0
QA-001531,INT-013228,1.0,0,0,0
QA-001532,INT-034267,0.93,0,0,0
QA-001533,INT-005704,0.87,0,0,0
QA-001534,INT-016325,0.86,0,0,0
QA-001535,INT-036773,0.0,1,0,0
QA-001536,INT-031849,0.99,0,0,0
QA-001537,INT-004965,0.98,0,0,0
QA-001538,INT-037660,0.9,0,0,0
QA-001539,INT-025469,0.98,0,0,0
QA-001540,INT-028093,0.86,0,0,0
QA-001541,INT-006942,0.85,0,0,0
QA-001542,INT-020047,0.95,0,0,0
QA-001543,INT-046881,0.85,0,0,0
QA-001544,INT-039388,0.82,0,0,0
QA-001545,INT-020046,0.93,0,0,0
QA-001546,INT-026231,0.0,1,0,0
QA-001547,INT-044628,0.94,0,0,0
QA-001548,INT-004964,0.86,0,0,0
QA-001549,INT-024373,1.0,0,0,0
QA-001550,INT-042566,0.0,0,1,0
QA-001551,INT-040957,1.0,0,0,0
QA-001552,INT-028243,0.0,0,1,0
QA-001553,INT-020202,0.92,0,0,0
QA-001554,INT-046633,0.98,0,0,0
QA-001555,INT-028847,0.87,0,0,0
QA-001556,INT-021157,1.0,0,0,0
QA-001557,INT-020769,0.89,0,0,0
QA-001558,INT-028907,0.98,0,0,0
QA-001559,INT-013854,0.96,0,0,0
QA-001560,INT-037284,0.92,0,0,0
QA-001561,INT-009320,0.91,0,0,0
QA-001562,INT-020448,0.88,0,0,0
QA-001563,INT-013857,1.0,0,0,0
QA-001564,INT-022522,0.96,0,0,0
QA-001565,INT-009158,1.0,0,0,0
QA-001566,INT-013856,0.87,0,0,0
QA-001567,INT-020569,0.9,0,0,0
QA-001568,INT-027003,0.82,0,0,0
QA-001569,INT-023318,0.93,0,0,0
QA-001570,INT-006896,0.0,1,0,0
QA-001571,INT-001194,0.93,0,0,0
QA-001572,INT-006137,0.0,1,0,0
QA-001573,INT-043498,0.91,0,0,0
QA-001574,INT-035309,0.83,0,0,0
QA-001575,INT-022044,0.89,0,0,0
QA-001576,INT-020700,1.0,0,0,0
QA-001577,INT-035373,0.0,0,1,0
QA-001578,INT-008925,0.96,0,0,0
QA-001579,INT-038296,1.0,0,0,0
QA-001580,INT-017780,0.9,0,0,0
QA-001581,INT-042062,0.93,0,0,0
QA-001582,INT-008926,0.0,0,1,0
QA-001583,INT-035307,0.98,0,0,0
QA-001584,INT-026510,0.87,0,0,0
QA-001585,INT-017776,0.89,0,0,0
QA-001586,INT-000091,0.92,0,0,0
QA-001587,INT-022042,0.89,0,0,0
QA-001588,INT-038295,0.92,0,0,0
QA-001589,INT-042064,0.91,0,0,0
QA-001590,INT-026200,0.99,0,0,0
QA-001591,INT-032518,0.93,0,0,0
QA-001592,INT-011200,0.0,0,1,0
QA-001593,INT-029291,0.89,0,0,0
QA-001594,INT-019797,0.89,0,0,0
QA-001595,INT-044289,1.0,0,0,0
QA-001596,INT-029242,0.8,0,0,0
QA-001597,INT-044290,1.0,0,0,0
QA-001598,INT-004041,0.96,0,0,0
QA-001599,INT-031523,1.0,0,0,0
QA-001600,INT-039345,0.93,0,0,0
QA-001601,INT-032745,1.0,0,0,0
QA-001602,INT-041387,0.95,0,0,0
QA-001603,INT-034488,0.96,0,0,0
QA-001604,INT-031521,0.88,0,0,0
QA-001605,INT-004036,0.97,0,0,0
QA-001606,INT-020025,1.0,0,0,0
QA-001607,INT-046167,1.0,0,0,0
QA-001608,INT-029304,1.0,0,0,0
QA-001609,INT-007016,0.84,0,0,0
QA-001610,INT-028714,0.92,0,0,0
QA-001611,INT-014093,0.9,0,0,0
QA-001612,INT-004492,0.82,0,0,0
QA-001613,INT-026207,0.75,0,0,0
QA-001614,INT-005362,0.82,0,0,0
QA-001615,INT-006399,1.0,0,0,0
QA-001616,INT-010355,0.9,0,0,0
QA-001617,INT-029809,0.93,0,0,0
QA-001618,INT-006397,1.0,0,0,0
QA-001619,INT-023535,1.0,0,0,0
QA-001620,INT-029737,0.99,0,0,0
QA-001621,INT-033714,0.92,0,0,0
QA-001622,INT-042996,0.93,0,0,0
QA-001623,INT-033357,0.84,0,0,0
QA-001624,INT-031046,0.94,0,0,0
QA-001625,INT-019433,0.82,0,0,0
QA-001626,INT-037107,0.0,0,1,0
QA-001627,INT-010563,0.96,0,0,0
QA-001628,INT-017258,0.91,0,0,0
QA-001629,INT-025645,0.84,0,0,0
QA-001630,INT-023274,0.97,0,0,0
QA-001631,INT-033356,0.0,1,0,0
QA-001632,INT-013883,0.81,0,0,0
QA-001633,INT-025643,0.92,0,0,0
QA-001634,INT-003010,0.97,0,0,0
QA-001635,INT-019432,0.9,0,0,0
QA-001636,INT-031135,0.97,0,0,0
QA-001637,INT-036201,1.0,0,0,0
QA-001638,INT-031134,1.0,0,0,0
QA-001639,INT-043867,0.99,0,0,0
QA-001640,INT-015043,0.97,0,0,0
QA-001641,INT-019178,1.0,0,0,0
QA-001642,INT-045344,1.0,0,0,0
QA-001643,INT-043869,0.91,0,0,0
QA-001644,INT-009190,0.97,0,0,0
QA-001645,INT-042327,0.99,0,0,0
QA-001646,INT-036472,0.92,0,0,0
QA-001647,INT-015819,0.87,0,0,0
QA-001648,INT-034673,0.93,0,0,0
QA-001649,INT-015821,0.86,0,0,0
QA-001650,INT-013254,0.99,0,0,0
QA-001651,INT-046945,0.0,0,0,1
QA-001652,INT-025766,0.96,0,0,0
QA-001653,INT-041050,0.92,0,0,0
QA-001654,INT-040051,1.0,0,0,0
QA-001655,INT-027727,0.96,0,0,0
QA-001656,INT-041042,0.93,0,0,0
QA-001657,INT-018233,0.0,1,0,0
QA-001658,INT-036383,0.87,0,0,0
QA-001659,INT-038525,0.93,0,0,0
QA-001660,INT-038778,0.91,0,0,0
QA-001661,INT-021771,0.96,0,0,0
QA-001662,INT-021314,0.0,0,0,1
QA-001663,INT-021769,0.89,0,0,0
QA-001664,INT-013405,0.87,0,0,0
QA-001665,INT-034241,0.96,0,0,0
QA-001666,INT-029121,0.99,0,0,0
QA-001667,INT-043469,0.0,1,0,0
QA-001668,INT-003231,0.9,0,0,0
QA-001669,INT-005002,1.0,0,0,0
QA-001670,INT-021588,1.0,0,0,0
QA-001671,INT-018761,0.9,0,0,0
QA-001672,INT-002568,1.0,0,0,0
QA-001673,INT-012117,0.96,0,0,0
QA-001674,INT-035826,0.88,0,0,0
QA-001675,INT-024804,0.94,0,0,0
QA-001676,INT-009360,1.0,0,0,0
QA-001677,INT-026579,0.9,0,0,0
QA-001678,INT-007106,0.98,0,0,0
QA-001679,INT-021587,0.94,0,0,0
QA-001680,INT-009358,1.0,0,0,0
QA-001681,INT-014876,0.86,0,0,0
QA-001682,INT-043267,0.99,0,0,0
QA-001683,INT-003511,0.87,0,0,0
QA-001684,INT-037579,1.0,0,0,0
QA-001685,INT-042162,1.0,0,0,0
QA-001686,INT-039708,0.95,0,0,0
QA-001687,INT-017230,0.88,0,0,0
QA-001688,INT-029829,0.91,0,0,0
QA-001689,INT-003605,0.94,0,0,0
QA-001690,INT-003406,0.94,0,0,0
QA-001691,INT-031043,0.95,0,0,0
QA-001692,INT-033011,1.0,0,0,0
QA-001693,INT-024855,0.88,0,0,0
QA-001694,INT-026301,0.98,0,0,0
QA-001695,INT-043170,0.83,0,0,0
QA-001696,INT-005443,0.91,0,0,0
QA-001697,INT-011959,1.0,0,0,0
QA-001698,INT-031517,0.0,1,0,0
QA-001699,INT-008775,0.0,0,1,0
QA-001700,INT-025534,1.0,0,0,0
QA-001701,INT-036580,0.97,0,0,0
QA-001702,INT-028354,1.0,0,0,0
QA-001703,INT-039942,1.0,0,0,0
QA-001704,INT-000957,0.92,0,0,0
QA-001705,INT-009329,0.97,0,0,0
QA-001706,INT-022163,0.92,0,0,0
QA-001707,INT-024434,1.0,0,0,0
QA-001708,INT-017257,0.96,0,0,0
QA-001709,INT-015844,0.79,0,0,0
QA-001710,INT-038225,0.0,0,1,0
QA-001711,INT-045673,0.0,0,1,0
QA-001712,INT-006752,0.97,0,0,0
QA-001713,INT-001691,0.76,0,0,0
QA-001714,INT-016851,1.0,0,0,0
QA-001715,INT-038530,0.91,0,0,0
QA-001716,INT-043969,0.97,0,0,0
QA-001717,INT-002624,0.87,0,0,0
QA-001718,INT-023012,1.0,0,0,0
QA-001719,INT-006695,1.0,0,0,0
QA-001720,INT-034230,0.82,0,0,0
QA-001721,INT-009905,0.85,0,0,0
QA-001722,INT-043967,0.96,0,0,0
QA-001723,INT-005865,0.97,0,0,0
QA-001724,INT-020529,0.85,0,0,0
QA-001725,INT-006140,0.93,0,0,0
QA-001726,INT-016848,0.89,0,0,0
QA-001727,INT-024656,0.99,0,0,0
QA-001728,INT-025164,0.97,0,0,0
QA-001729,INT-006139,0.96,0,0,0
QA-001730,INT-011860,0.93,0,0,0
QA-001731,INT-013171,0.93,0,0,0
QA-001732,INT-026256,0.96,0,0,0
QA-001733,INT-012096,0.91,0,0,0
QA-001734,INT-038710,0.79,0,0,0
QA-001735,INT-015566,0.0,0,1,0
QA-001736,INT-028812,0.0,1,0,0
QA-001737,INT-003034,0.0,0,1,0
QA-001738,INT-013172,0.88,0,0,0
QA-001739,INT-020394,0.85,0,0,0
QA-001740,INT-041476,0.95,0,0,0
QA-001741,INT-017572,0.95,0,0,0
QA-001742,INT-038016,0.0,1,0,0
QA-001743,INT-038204,0.95,0,0,0
QA-001744,INT-008905,0.0,0,1,0
QA-001745,INT-023308,0.97,0,0,0
QA-001746,INT-005267,0.91,0,0,0
QA-001747,INT-035382,0.93,0,0,0
QA-001748,INT-046416,0.0,0,1,0
QA-001749,INT-038002,0.95,0,0,0
QA-001750,INT-039815,0.97,0,0,0
QA-001751,INT-005266,0.0,1,0,0
QA-001752,INT-039731,0.91,0,0,0
QA-001753,INT-003304,0.95,0,0,0
QA-001754,INT-013781,0.85,0,0,0
QA-001755,INT-028266,0.0,1,0,0
QA-001756,INT-003004,0.95,0,0,0
QA-001757,INT-027077,0.99,0,0,0
QA-001758,INT-046626,0.92,0,0,0
QA-001759,INT-020134,0.99,0,0,0
QA-001760,INT-001001,0.97,0,0,0
QA-001761,INT-036164,0.98,0,0,0
QA-001762,INT-003287,0.87,0,0,0
QA-001763,INT-031548,0.87,0,0,0
QA-001764,INT-001217,0.98,0,0,0
QA-001765,INT-035719,0.95,0,0,0
QA-001766,INT-000851,0.91,0,0,0
QA-001767,INT-039342,1.0,0,0,0
QA-001768,INT-020120,0.98,0,0,0
QA-001769,INT-005303,0.82,0,0,0
QA-001770,INT-008148,1.0,0,0,0
QA-001771,INT-045418,0.94,0,0,0
QA-001772,INT-013547,0.96,0,0,0
QA-001773,INT-002824,1.0,0,0,0
QA-001774,INT-005305,0.74,0,0,0
QA-001775,INT-002825,0.85,0,0,0
QA-001776,INT-013495,0.96,0,0,0
QA-001777,INT-013494,0.9,0,0,0
QA-001778,INT-013496,0.93,0,0,0
QA-001779,INT-002823,1.0,0,0,0
QA-001780,INT-003362,0.79,0,0,0
QA-001781,INT-010145,0.0,0,1,0
QA-001782,INT-020546,0.9,0,0,0
QA-001783,INT-008867,0.92,0,0,0
QA-001784,INT-038740,1.0,0,0,0
QA-001785,INT-033804,0.93,0,0,0
QA-001786,INT-039244,0.0,0,0,1
QA-001787,INT-034070,0.97,0,0,0
QA-001788,INT-034615,1.0,0,0,0
QA-001789,INT-035495,0.84,0,0,0
QA-001790,INT-005421,0.99,0,0,0
QA-001791,INT-032837,0.9,0,0,0
QA-001792,INT-006967,0.97,0,0,0
QA-001793,INT-035524,0.99,0,0,0
QA-001794,INT-011000,0.92,0,0,0
QA-001795,INT-018777,1.0,0,0,0
QA-001796,INT-004054,0.82,0,0,0
QA-001797,INT-041366,0.89,0,0,0
QA-001798,INT-040157,0.87,0,0,0
QA-001799,INT-000331,1.0,0,0,0
QA-001800,INT-041364,0.91,0,0,0
QA-001801,INT-040015,0.98,0,0,0
QA-001802,INT-036635,1.0,0,0,0
QA-001803,INT-044120,0.86,0,0,0
QA-001804,INT-017421,0.83,0,0,0
QA-001805,INT-009040,1.0,0,0,0
QA-001806,INT-019190,0.96,0,0,0
QA-001807,INT-041351,0.89,0,0,0
QA-001808,INT-025880,0.93,0,0,0
QA-001809,INT-006554,1.0,0,0,0
QA-001810,INT-019359,0.0,0,1,0
QA-001811,INT-037833,0.0,1,0,0
QA-001812,INT-040046,0.89,0,0,0
QA-001813,INT-039934,1.0,0,0,0
QA-001814,INT-002633,0.9,0,0,0
QA-001815,INT-014040,0.98,0,0,0
QA-001816,INT-025356,0.98,0,0,0
QA-001817,INT-046787,1.0,0,0,0
QA-001818,INT-028994,0.9,0,0,0
QA-001819,INT-029033,1.0,0,0,0
QA-001820,INT-036404,0.99,0,0,0
QA-001821,INT-022079,0.89,0,0,0
QA-001822,INT-030336,1.0,0,0,0
QA-001823,INT-009954,0.89,0,0,0
QA-001824,INT-017678,1.0,0,0,0
QA-001825,INT-031072,1.0,0,0,0
QA-001826,INT-045988,0.94,0,0,0
QA-001827,INT-016042,0.9,0,0,0
QA-001828,INT-012037,0.91,0,0,0
QA-001829,INT-028145,0.91,0,0,0
QA-001830,INT-042886,0.98,0,0,0
QA-001831,INT-016977,1.0,0,0,0
QA-001832,INT-002847,0.92,0,0,0
QA-001833,INT-002846,0.94,0,0,0
QA-001834,INT-005742,0.92,0,0,0
QA-001835,INT-006790,1.0,0,0,0
QA-001836,INT-013068,0.94,0,0,0
QA-001837,INT-006493,0.94,0,0,0
QA-001838,INT-042614,0.89,0,0,0
QA-001839,INT-014751,0.95,0,0,0
QA-001840,INT-036903,1.0,0,0,0
QA-001841,INT-014851,0.95,0,0,0
QA-001842,INT-017176,0.0,1,1,0
QA-001843,INT-010387,1.0,0,0,0
QA-001844,INT-035215,0.94,0,0,0
QA-001845,INT-007590,0.94,0,0,0
QA-001846,INT-006103,0.83,0,0,0
QA-001847,INT-033591,0.95,0,0,0
QA-001848,INT-041649,0.99,0,0,0
QA-001849,INT-007927,0.94,0,0,0
QA-001850,INT-044309,0.94,0,0,0
QA-001851,INT-012432,0.89,0,0,0
QA-001852,INT-040078,1.0,0,0,0
QA-001853,INT-012435,0.98,0,0,0
QA-001854,INT-034865,0.93,0,0,0
QA-001855,INT-016614,0.88,0,0,0
QA-001856,INT-012431,0.99,0,0,0
QA-001857,INT-017735,0.0,0,1,0
QA-001858,INT-044417,1.0,0,0,0
QA-001859,INT-021758,1.0,0,0,0
QA-001860,INT-019325,0.98,0,0,0
QA-001861,INT-043810,0.93,0,0,0
QA-001862,INT-031976,1.0,0,0,0
QA-001863,INT-035496,0.93,0,0,0
QA-001864,INT-043043,0.87,0,0,0
QA-001865,INT-041655,0.95,0,0,0
QA-001866,INT-043847,0.99,0,0,0
QA-001867,INT-024442,1.0,0,0,0
QA-001868,INT-005346,0.96,0,0,0
QA-001869,INT-009377,0.0,1,0,0
QA-001870,INT-005345,0.89,0,0,0
QA-001871,INT-005347,0.0,0,1,0
QA-001872,INT-024444,0.0,1,0,0
QA-001873,INT-033131,0.95,0,0,0
QA-001874,INT-029670,1.0,0,0,0
QA-001875,INT-036314,0.0,0,0,1
QA-001876,INT-041654,0.0,0,1,0
QA-001877,INT-003700,0.92,0,0,0
QA-001878,INT-015899,0.97,0,0,0
QA-001879,INT-039193,0.89,0,0,0
QA-001880,INT-041651,0.0,0,0,1
QA-001881,INT-044433,1.0,0,0,0
QA-001882,INT-022962,0.95,0,0,0
QA-001883,INT-022588,0.9,0,0,0
QA-001884,INT-000244,0.8,0,0,0
QA-001885,INT-025863,0.0,1,0,0
QA-001886,INT-043748,0.93,0,0,0
QA-001887,INT-045649,0.93,0,0,0
QA-001888,INT-005454,1.0,0,0,0
QA-001889,INT-006385,0.0,0,1,0
QA-001890,INT-007082,1.0,0,0,0
QA-001891,INT-042265,0.0,0,1,0
QA-001892,INT-042870,0.96,0,0,0
QA-001893,INT-000245,0.99,0,0,0
QA-001894,INT-046240,0.0,1,0,0
QA-001895,INT-045940,0.98,0,0,0
QA-001896,INT-043977,0.96,0,0,0
QA-001897,INT-035526,0.89,0,0,0
QA-001898,INT-022596,0.99,0,0,0
QA-001899,INT-033577,1.0,0,0,0
QA-001900,INT-044432,1.0,0,0,0
QA-001901,INT-024492,0.99,0,0,0
QA-001902,INT-046888,0.93,0,0,0
QA-001903,INT-033095,0.0,1,0,0
QA-001904,INT-025492,0.93,0,0,0
QA-001905,INT-027703,0.95,0,0,0
QA-001906,INT-002195,0.87,0,0,0
QA-001907,INT-000987,0.97,0,0,0
QA-001908,INT-036508,0.0,1,0,0
QA-001909,INT-036512,0.94,0,0,0
QA-001910,INT-027698,0.99,0,0,0
QA-001911,INT-008331,0.93,0,0,0
QA-001912,INT-034549,1.0,0,0,0
QA-001913,INT-007248,0.95,0,0,0
QA-001914,INT-007441,0.95,0,0,0
QA-001915,INT-027700,0.87,0,0,0
QA-001916,INT-041255,0.9,0,0,0
QA-001917,INT-028101,0.93,0,0,0
QA-001918,INT-002742,0.99,0,0,0
QA-001919,INT-005177,0.92,0,0,0
QA-001920,INT-014382,0.83,0,0,0
QA-001921,INT-006389,0.98,0,0,0
QA-001922,INT-013513,0.89,0,0,0
QA-001923,INT-010108,0.97,0,0,0
QA-001924,INT-032757,0.85,0,0,0
QA-001925,INT-037355,0.9,0,0,0
QA-001926,INT-012107,0.99,0,0,0
QA-001927,INT-027110,0.96,0,0,0
QA-001928,INT-036592,0.91,0,0,0
QA-001929,INT-046095,0.84,0,0,0
QA-001930,INT-022362,1.0,0,0,0
QA-001931,INT-035012,0.95,0,0,0
QA-001932,INT-008832,0.95,0,0,0
QA-001933,INT-035472,0.97,0,0,0
QA-001934,INT-036266,0.0,1,0,0
QA-001935,INT-005696,0.97,0,0,0
QA-001936,INT-025529,0.97,0,0,0
QA-001937,INT-023306,1.0,0,0,0
QA-001938,INT-006229,0.98,0,0,0
QA-001939,INT-025158,0.88,0,0,0
QA-001940,INT-002783,0.0,1,0,0
QA-001941,INT-015927,0.95,0,0,0
QA-001942,INT-036977,0.97,0,0,0
QA-001943,INT-024469,0.82,0,0,0
QA-001944,INT-037377,0.98,0,0,0
QA-001945,INT-036833,0.84,0,0,0
QA-001946,INT-015933,0.98,0,0,0
QA-001947,INT-025159,1.0,0,0,0
QA-001948,INT-020445,0.87,0,0,0
QA-001949,INT-030536,0.98,0,0,0
QA-001950,INT-016626,0.94,0,0,0
QA-001951,INT-021194,0.83,0,0,0
QA-001952,INT-030892,0.89,0,0,0
QA-001953,INT-018080,1.0,0,0,0
QA-001954,INT-044942,0.0,1,0,0
QA-001955,INT-019777,0.0,1,0,0
QA-001956,INT-015677,0.91,0,0,0
QA-001957,INT-005634,0.99,0,0,0
QA-001958,INT-044007,1.0,0,0,0
QA-001959,INT-025399,0.0,1,0,0
QA-001960,INT-015678,0.93,0,0,0
QA-001961,INT-046112,0.0,0,1,0
QA-001962,INT-019778,0.86,0,0,0
QA-001963,INT-030891,0.91,0,0,0
QA-001964,INT-019779,0.92,0,0,0
QA-001965,INT-001852,0.9,0,0,0
QA-001966,INT-008623,0.92,0,0,0
QA-001967,INT-025395,0.96,0,0,0
QA-001968,INT-046638,0.97,0,0,0
QA-001969,INT-001333,0.86,0,0,0
QA-001970,INT-032004,0.89,0,0,0
QA-001971,INT-027610,0.91,0,0,0
QA-001972,INT-020126,1.0,0,0,0
QA-001973,INT-020124,1.0,0,0,0
QA-001974,INT-020125,0.92,0,0,0
QA-001975,INT-024563,0.87,0,0,0
QA-001976,INT-044945,0.9,0,0,0
QA-001977,INT-038020,0.94,0,0,0
QA-001978,INT-025860,0.97,0,0,0
QA-001979,INT-001728,1.0,0,0,0
QA-001980,INT-028148,1.0,0,0,0
QA-001981,INT-044944,0.98,0,0,0
QA-001982,INT-037380,1.0,0,0,0
QA-001983,INT-004478,0.94,0,0,0
QA-001984,INT-027537,1.0,0,0,0
QA-001985,INT-027314,0.99,0,0,0
QA-001986,INT-028068,0.84,0,0,0
QA-001987,INT-018107,0.0,1,0,0
QA-001988,INT-040968,0.97,0,0,0
QA-001989,INT-038764,0.93,0,0,0
QA-001990,INT-015816,0.98,0,0,0
QA-001991,INT-035820,0.96,0,0,0
QA-001992,INT-001334,0.88,0,0,0
QA-001993,INT-033715,0.84,0,0,0
QA-001994,INT-027544,0.87,0,0,0
QA-001995,INT-015817,0.93,0,0,0
QA-001996,INT-000783,0.95,0,0,0
QA-001997,INT-027143,0.94,0,0,0
QA-001998,INT-038765,1.0,0,0,0
QA-001999,INT-028069,0.88,0,0,0
QA-002000,INT-027539,0.96,0,0,0
QA-002001,INT-035821,0.98,0,0,0
QA-002002,INT-034854,0.99,0,0,0
QA-002003,INT-034784,1.0,0,0,0
QA-002004,INT-036449,1.0,0,0,0
QA-002005,INT-006992,0.0,1,0,0
QA-002006,INT-038955,0.89,0,0,0
QA-002007,INT-037054,0.99,0,0,0
QA-002008,INT-004005,1.0,0,0,0
QA-002009,INT-045082,1.0,0,0,0
QA-002010,INT-034783,0.0,1,0,0
QA-002011,INT-019671,0.92,0,0,0
QA-002012,INT-026869,0.0,0,1,0
QA-002013,INT-019672,1.0,0,0,0
QA-002014,INT-041992,0.87,0,0,0
QA-002015,INT-011531,1.0,0,0,0
QA-002016,INT-029600,0.87,0,0,0
QA-002017,INT-015505,0.98,0,0,0
QA-002018,INT-022651,1.0,0,0,0
QA-002019,INT-003485,0.94,0,0,0
QA-002020,INT-034872,0.9,0,0,0
QA-002021,INT-029601,0.89,0,0,0
QA-002022,INT-010036,1.0,0,0,0
QA-002023,INT-024642,0.97,0,0,0
QA-002024,INT-016005,0.92,0,0,0
QA-002025,INT-014866,0.9,0,0,0
QA-002026,INT-015343,1.0,0,0,0
QA-002027,INT-007449,0.88,0,0,0
QA-002028,INT-014863,0.99,0,0,0
QA-002029,INT-024751,0.87,0,0,0
QA-002030,INT-012376,1.0,0,0,0
QA-002031,INT-003596,0.97,0,0,0
QA-002032,INT-036791,0.0,1,0,0
QA-002033,INT-014776,0.97,0,0,0
QA-002034,INT-018713,1.0,0,0,0
QA-002035,INT-034559,0.99,0,0,0
QA-002036,INT-023103,0.0,1,0,0
QA-002037,INT-011847,1.0,0,0,0
QA-002038,INT-017936,0.77,0,0,0
QA-002039,INT-040802,0.9,0,0,0
QA-002040,INT-041696,0.94,0,0,0
QA-002041,INT-029464,0.99,0,0,0
QA-002042,INT-013376,1.0,0,0,0
QA-002043,INT-001246,0.98,0,0,0
QA-002044,INT-027414,1.0,0,0,0
QA-002045,INT-027413,0.9,0,0,0
QA-002046,INT-018550,0.87,0,0,0
QA-002047,INT-017107,0.95,0,0,0
QA-002048,INT-000675,0.94,0,0,0
QA-002049,INT-034915,0.95,0,0,0
QA-002050,INT-029449,0.96,0,0,0
QA-002051,INT-002453,0.86,0,0,0
QA-002052,INT-018143,0.87,0,0,0
QA-002053,INT-000677,0.9,0,0,0
QA-002054,INT-027579,0.95,0,0,0
QA-002055,INT-020434,0.94,0,0,0
QA-002056,INT-011450,0.92,0,0,0
QA-002057,INT-029141,1.0,0,0,0
QA-002058,INT-007946,0.96,0,0,0
QA-002059,INT-001770,0.88,0,0,0
QA-002060,INT-001769,1.0,0,0,0
QA-002061,INT-045685,0.93,0,0,0
QA-002062,INT-011280,0.95,0,0,0
QA-002063,INT-007953,0.0,0,0,1
QA-002064,INT-030583,0.0,1,0,0
QA-002065,INT-001771,0.0,0,1,0
QA-002066,INT-029140,0.0,1,0,0
QA-002067,INT-010182,1.0,0,0,0
QA-002068,INT-024928,1.0,0,0,0
QA-002069,INT-009822,0.87,0,0,0
QA-002070,INT-026986,0.94,0,0,0
QA-002071,INT-013293,0.89,0,0,0
QA-002072,INT-045235,1.0,0,0,0
QA-002073,INT-010183,0.94,0,0,0
QA-002074,INT-027730,0.96,0,0,0
QA-002075,INT-001284,0.97,0,0,0
QA-002076,INT-044486,0.0,1,0,0
QA-002077,INT-014655,1.0,0,0,0
QA-002078,INT-044485,1.0,0,0,0
QA-002079,INT-027763,0.92,0,0,0
QA-002080,INT-013290,0.93,0,0,0
QA-002081,INT-015704,1.0,0,0,0
QA-002082,INT-003680,0.0,1,0,0
QA-002083,INT-015705,0.86,0,0,0
QA-002084,INT-010181,0.0,0,0,1
QA-002085,INT-010179,0.91,0,0,0
QA-002086,INT-041788,0.98,0,0,0
QA-002087,INT-044412,0.86,0,0,0
QA-002088,INT-042518,0.0,0,1,0
QA-002089,INT-035594,0.92,0,0,0
QA-002090,INT-044192,0.92,0,0,0
QA-002091,INT-028908,0.89,0,0,0
QA-002092,INT-002892,0.88,0,0,0
QA-002093,INT-019115,0.92,0,0,0
QA-002094,INT-044189,0.99,0,0,0
QA-002095,INT-019114,1.0,0,0,0
QA-002096,INT-039380,1.0,0,0,0
QA-002097,INT-041560,0.87,0,0,0
