ticket_id,origin,symptom_cat,symptom,status,product,ticket_owner,language,fcr,escalated,ticket_created,ticket_closed,last_interaction_time,resolution_after_last_interaction_hours,lifecycle_hours
TKT-06593,chat,troubleshooting,bluetooth connection,closed,on-ear_headphones,8,german,0,0,2024-03-20 00:05:27,2024-03-22 14:11:40.400,2024-03-20 19:41:40.400,42.5,62.103722222222224
TKT-06594,chat,complaint,service complaint,closed,amplifier,10,german,0,0,2025-04-17 07:48:59,2025-04-20 05:07:21.800,2025-04-17 09:07:21.800,68.0,69.30633333333333
TKT-06595,chat,troubleshooting,bluetooth connection,closed,on-ear_headphones,9,english,1,0,2024-01-30 09:37:59,2024-02-01 04:46:04.800,2024-01-30 08:46:04.800,44.0,43.13494444444444
TKT-06596,phone,product,product consulting / information,closed,speaker_40wt,8,english,1,0,2025-04-21 13:06:29,2025-04-21 23:46:05.800,2025-04-21 09:46:05.800,14.0,10.660222222222224
TKT-06597,phone,troubleshooting,bluetooth connection,closed,eardrop_headphones,4,english,0,0,2023-09-23 22:33:15,2023-09-26 09:11:22.400,2023-09-24 19:41:22.400,37.5,58.63538888888889
TKT-06598,chat,troubleshooting,sound resolution,closed,eardrop_headphones,5,german,0,1,2025-08-16 07:05:41,2025-08-17 16:52:19.800,2025-08-16 10:22:19.800,30.5,33.77744444444445
TKT-06599,chat,complaint,product complaint,open,turntable,3,french,0,0,2024-05-22 00:15:56,,,,
TKT-06600,phone,product,product consulting / information,closed,eardrop_headphones,5,french,1,0,2025-02-12 18:02:24,2025-02-13 20:40:01.400,2025-02-12 20:40:01.400,24.0,26.627055555555554
TKT-06601,phone,rma,return,closed,on-ear_headphones,1,english,0,1,2025-03-28 03:05:11,2025-03-30 08:08:36.200,2025-03-28 20:38:36.200,35.5,53.057
TKT-06602,chat,product,product consulting / information,closed,speaker_20wt,10,english,1,0,2025-07-02 11:24:16,2025-07-04 03:07:19.200,2025-07-02 19:07:19.200,32.0,39.717555555555556
TKT-06603,phone,logistics,status of the order,closed,eardrop_headphones,7,english,1,0,2023-11-25 23:32:57,2023-11-29 04:36:22.600,2023-11-26 18:06:22.600,58.5,77.0571111111111
TKT-06604,chat,logistics,status of the order,closed,eardrop_headphones,4,english,1,0,2025-03-06 08:39:53,2025-03-07 13:15:41.400,2025-03-06 09:45:41.400,27.5,28.596777777777778
TKT-06605,email,troubleshooting,bluetooth connection,closed,turntable,3,english,1,0,2024-10-28 01:53:54,2024-10-30 08:46:49.000,2024-10-28 19:16:49.000,37.5,54.88194444444444
TKT-06606,chat,logistics,status of the order,closed,amplifier,6,german,1,0,2023-10-03 02:26:18,2023-10-05 06:45:37.200,2023-10-03 21:45:37.200,33.0,52.322
TKT-06607,email,product,product consulting / information,closed,on-ear_headphones,1,german,1,0,2025-05-03 20:43:56,2025-05-04 08:18:02.600,2025-05-03 09:48:02.600,22.5,11.5685
TKT-06608,email,product,product consulting / information,closed,amplifier,11,german,1,0,2024-10-04 22:23:54,2024-10-06 03:54:49.400,2024-10-05 09:54:49.400,18.0,29.515388888888886
TKT-06609,chat,troubleshooting,power supply,closed,amplifier,7,french,0,0,2024-08-30 07:16:50,2024-09-01 07:32:40.800,2024-08-30 20:32:40.800,35.0,48.264111111111106
TKT-06610,email,finance,unsuccessful payment,closed,amplifier,9,german,0,0,2024-05-20 21:06:33,2024-05-23 20:33:05.800,2024-05-21 09:33:05.800,59.0,71.44244444444445
TKT-06611,email,logistics,status of the order,closed,on-ear_headphones,8,english,1,0,2025-04-12 12:11:45,2025-04-14 14:37:04.000,2025-04-12 09:07:04.000,53.5,50.42194444444444
TKT-06612,email,product,product consulting / information,closed,speaker_20wt,11,french,1,0,2024-04-18 21:18:50,2024-04-20 15:55:34.000,2024-04-19 08:55:34.000,31.0,42.61222222222222
TKT-06613,chat,product,product consulting / information,closed,on-ear_headphones,10,english,1,0,2024-09-23 02:11:18,2024-09-24 08:10:06.200,2024-09-23 10:10:06.200,22.0,29.980055555555555
TKT-06614,phone,logistics,status of the order,closed,amplifier,7,english,0,0,2024-11-11 12:57:28,2024-11-14 06:01:32.600,2024-11-11 10:01:32.600,68.0,65.06794444444445
TKT-06615,email,troubleshooting,sound resolution,closed,turntable,4,english,0,0,2024-08-05 02:43:05,2024-08-07 04:42:23.600,2024-08-05 19:12:23.600,33.5,49.9885
TKT-06616,phone,logistics,lost package,open,speaker_20wt,9,french,0,0,2024-06-19 20:16:55,,,,
TKT-06617,chat,logistics,status of the order,closed,eardrop_headphones,8,german,0,0,2025-04-19 09:36:27,2025-04-22 16:40:51.800,2025-04-19 20:40:51.800,68.0,79.07355555555556
TKT-06618,phone,rma,return,open,eardrop_headphones,9,english,0,0,2024-02-01 09:51:28,,,,
TKT-06619,phone,rma,return,closed,on-ear_headphones,5,english,0,0,2025-07-04 05:49:00,2025-07-09 06:21:55.000,2025-07-04 19:21:55.000,107.0,120.54861111111111
TKT-06620,phone,troubleshooting,power supply,closed,eardrop_headphones,10,english,0,0,2025-02-14 02:15:41,2025-02-16 09:14:44.200,2025-02-14 20:44:44.200,36.5,54.98422222222223
TKT-06621,phone,rma,replacement,closed,on-ear_headphones,8,german,0,0,2024-03-19 19:49:25,2024-03-23 20:18:29.400,2024-03-19 19:18:29.400,97.0,96.48455555555556
TKT-06622,email,logistics,lost package,closed,speaker_20wt,11,german,0,0,2024-07-27 13:59:43,2024-07-28 16:55:40.000,2024-07-27 20:25:40.000,20.5,26.9325
TKT-06623,phone,troubleshooting,bluetooth connection,closed,on-ear_headphones,10,english,1,0,2023-11-06 06:49:17,2023-11-07 21:48:02.600,2023-11-06 19:48:02.600,26.0,38.97933333333334
TKT-06624,chat,troubleshooting,power supply,closed,turntable,9,english,1,0,2024-09-26 20:06:22,2024-09-29 08:09:01.200,2024-09-27 18:39:01.200,37.5,60.044222222222224
TKT-06625,chat,rma,replacement,closed,speaker_20wt,7,german,0,0,2024-08-20 06:40:20,2024-08-25 00:15:07.600,2024-08-20 20:45:07.600,99.5,113.57988888888889
TKT-06626,chat,rma,return,new,on-ear_headphones,12,english,1,0,2025-02-12 06:30:53,,,,
TKT-06627,phone,product,product consulting / information,closed,eardrop_headphones,6,english,1,0,2024-07-25 18:24:36,2024-07-26 11:15:07.800,2024-07-25 09:15:07.800,26.0,16.842166666666667
TKT-06628,phone,logistics,status of the order,closed,eardrop_headphones,5,english,0,0,2023-12-11 23:47:56,2023-12-15 07:37:12.000,2023-12-12 20:07:12.000,59.5,79.82111111111111
TKT-06629,email,product,product consulting / information,open,eardrop_headphones,4,french,1,0,2025-03-21 06:06:00,,,,
TKT-06630,phone,rma,return,closed,eardrop_headphones,9,english,0,0,2024-10-31 22:36:39,2024-11-05 17:38:26.400,2024-11-01 20:08:26.400,93.5,115.02983333333334
TKT-06631,phone,troubleshooting,sound resolution,closed,speaker_40wt,11,german,0,0,2025-06-26 23:39:55,2025-06-28 10:48:28.000,2025-06-27 09:48:28.000,25.0,35.1425
TKT-06632,phone,rma,replacement,closed,speaker_40wt,1,english,0,0,2025-01-03 23:19:45,2025-01-08 16:10:31.800,2025-01-04 09:40:31.800,102.5,112.84633333333333
TKT-06633,email,logistics,status of the order,closed,amplifier,8,french,0,0,2025-07-19 11:13:00,2025-07-21 23:31:42.200,2025-07-19 20:01:42.200,51.5,60.31172222222222
TKT-06634,phone,logistics,status of the order,closed,speaker_40wt,3,english,1,0,2025-08-14 11:31:32,2025-08-16 11:30:59.200,2025-08-14 09:30:59.200,50.0,47.99088888888889
TKT-06635,phone,finance,unsuccessful payment,closed,turntable,6,german,0,0,2024-11-23 22:11:08,2024-11-27 05:06:48.000,2024-11-24 19:36:48.000,57.5,78.92777777777778
TKT-06636,email,complaint,product complaint,closed,eardrop_headphones,4,german,0,1,2024-02-01 17:38:47,2024-02-03 14:16:29.600,2024-02-01 08:46:29.600,53.5,44.6285
TKT-06637,email,troubleshooting,bluetooth connection,open,on-ear_headphones,8,english,1,0,2024-01-04 04:03:21,,,,
TKT-06638,phone,complaint,product complaint,closed,on-ear_headphones,2,english,0,0,2024-03-30 07:11:30,2024-04-02 06:46:19.800,2024-03-30 10:46:19.800,68.0,71.5805
TKT-06639,chat,logistics,lost package,closed,eardrop_headphones,11,english,1,0,2024-04-27 08:05:54,2024-04-29 04:57:40.600,2024-04-27 19:27:40.600,33.5,44.862944444444445
TKT-06640,email,troubleshooting,bluetooth connection,closed,on-ear_headphones,11,english,1,0,2023-12-22 22:47:55,2023-12-24 18:48:31.000,2023-12-23 09:48:31.000,33.0,44.01
TKT-06641,phone,logistics,status of the order,closed,speaker_flagship,12,german,1,0,2025-06-06 12:29:30,2025-06-09 02:07:44.600,2025-06-06 08:37:44.600,65.5,61.63738888888889
TKT-06642,email,rma,replacement,closed,speaker_20wt,10,english,0,0,2024-07-13 22:55:10,2024-07-19 05:48:34.000,2024-07-14 19:48:34.000,106.0,126.89
TKT-06643,email,product,product consulting / information,closed,speaker_20wt,9,english,0,0,2024-10-15 11:56:40,2024-10-16 14:17:06.800,2024-10-15 09:17:06.800,29.0,26.340777777777777
TKT-06644,email,logistics,lost package,closed,on-ear_headphones,6,german,0,0,2024-01-04 13:33:42,2024-01-06 12:52:33.000,2024-01-04 19:22:33.000,41.5,47.314166666666665
TKT-06645,chat,rma,replacement,closed,eardrop_headphones,5,english,0,0,2025-01-04 06:46:22,2025-01-06 13:07:05.200,2025-01-04 22:07:05.200,39.0,54.345333333333336
TKT-06646,phone,troubleshooting,sound resolution,open,amplifier,10,english,1,0,2024-10-26 08:36:22,,,,
TKT-06647,chat,troubleshooting,sound resolution,closed,on-ear_headphones,4,english,1,0,2025-03-27 15:03:58,2025-03-29 02:52:19.400,2025-03-27 08:22:19.400,42.5,35.80594444444444
TKT-06648,chat,complaint,service complaint,closed,speaker_20wt,9,german,0,0,2024-04-10 02:15:45,2024-04-13 10:07:16.200,2024-04-10 22:07:16.200,60.0,79.85866666666666
TKT-06649,email,finance,payment details,closed,speaker_40wt,7,german,0,0,2025-03-01 20:47:46,2025-03-03 10:10:47.600,2025-03-01 08:40:47.600,49.5,37.38377777777778
TKT-06650,phone,product,product consulting / information,closed,speaker_20wt,10,german,1,0,2024-10-19 12:50:22,2024-10-20 01:31:08.400,2024-10-19 09:01:08.400,16.5,12.679555555555556
TKT-06651,email,troubleshooting,bluetooth connection,closed,on-ear_headphones,11,german,0,0,2025-02-05 09:27:34,2025-02-07 06:30:03.800,2025-02-05 08:30:03.800,46.0,45.04161111111111
TKT-06652,phone,rma,replacement,closed,eardrop_headphones,3,french,0,0,2023-10-09 21:25:49,2023-10-14 06:21:29.200,2023-10-10 09:21:29.200,93.0,104.92783333333334
TKT-06653,chat,troubleshooting,firmware,closed,speaker_20wt,5,english,1,0,2023-09-21 02:20:55,2023-09-23 05:34:21.800,2023-09-21 11:34:21.800,42.0,51.22411111111111
TKT-06654,phone,finance,payment details,closed,eardrop_headphones,9,english,0,0,2024-02-21 17:26:44,2024-02-23 10:24:44.600,2024-02-21 21:24:44.600,37.0,40.966833333333334
TKT-06655,phone,product,product consulting / information,closed,eardrop_headphones,3,english,1,0,2024-10-14 17:20:40,2024-10-16 05:02:41.200,2024-10-14 19:02:41.200,34.0,35.70033333333333
TKT-06656,phone,logistics,status of the order,closed,turntable,4,english,1,0,2024-04-13 09:31:28,2024-04-16 10:28:08.200,2024-04-13 20:28:08.200,62.0,72.9445
TKT-06657,chat,troubleshooting,power supply,closed,speaker_flagship,4,english,0,0,2024-03-13 03:52:56,2024-03-15 01:44:21.600,2024-03-13 09:44:21.600,40.0,45.85711111111111
TKT-06658,chat,complaint,product complaint,closed,on-ear_headphones,11,english,0,0,2024-03-16 09:36:02,2024-03-19 04:54:49.200,2024-03-16 10:54:49.200,66.0,67.31311111111111
TKT-06659,phone,logistics,status of the order,open,eardrop_headphones,12,english,1,0,2025-04-14 14:22:36,,,,
TKT-06660,phone,troubleshooting,power supply,closed,speaker_20wt,5,french,1,0,2024-02-22 00:44:17,2024-02-25 00:12:46.800,2024-02-22 20:12:46.800,52.0,71.47494444444445
TKT-06661,phone,complaint,service complaint,closed,on-ear_headphones,3,french,0,0,2024-10-08 10:56:03,2024-10-10 03:46:33.400,2024-10-08 09:46:33.400,42.0,40.84177777777778
TKT-06662,email,troubleshooting,bluetooth connection,closed,speaker_20wt,10,german,0,0,2023-12-16 19:24:29,2023-12-18 07:33:20.200,2023-12-16 19:33:20.200,36.0,36.147555555555556
TKT-06663,chat,rma,return,closed,speaker_40wt,2,german,0,0,2024-08-29 22:31:40,2024-09-02 01:41:45.000,2024-08-30 09:41:45.000,64.0,75.16805555555555
TKT-06664,chat,finance,unsuccessful payment,closed,speaker_40wt,8,german,0,0,2025-06-10 17:01:30,2025-06-12 17:32:42.200,2025-06-10 20:02:42.200,45.5,48.52005555555556
TKT-06665,email,finance,unsuccessful payment,closed,speaker_40wt,3,english,0,0,2024-09-13 04:51:49,2024-09-16 15:08:11.000,2024-09-13 20:38:11.000,66.5,82.27277777777778
TKT-06666,chat,troubleshooting,power supply,closed,on-ear_headphones,11,english,1,0,2025-06-03 19:15:03,2025-06-05 11:17:13.000,2025-06-03 22:17:13.000,37.0,40.03611111111111
TKT-06667,email,troubleshooting,power supply,closed,speaker_20wt,9,german,0,0,2025-05-31 17:44:09,2025-06-02 14:30:13.400,2025-05-31 10:30:13.400,52.0,44.76788888888889
TKT-06668,chat,complaint,product complaint,closed,eardrop_headphones,6,english,0,0,2024-10-29 08:37:18,2024-10-31 20:02:36.800,2024-10-29 09:02:36.800,59.0,59.42188888888889
TKT-06669,email,rma,replacement,new,on-ear_headphones,6,english,0,0,2025-07-11 13:36:29,,,,
TKT-06670,phone,logistics,status of the order,closed,eardrop_headphones,6,english,1,0,2025-02-25 03:37:59,2025-02-27 14:12:27.600,2025-02-25 08:12:27.600,54.0,58.57461111111111
TKT-06671,phone,troubleshooting,bluetooth connection,closed,amplifier,12,english,1,0,2024-01-13 02:12:54,2024-01-14 17:50:46.200,2024-01-13 09:50:46.200,32.0,39.63116666666667
TKT-06672,email,finance,payment details,closed,on-ear_headphones,5,english,0,0,2024-01-19 02:50:49,2024-01-21 22:18:14.400,2024-01-19 21:48:14.400,48.5,67.45705555555556
TKT-06673,phone,finance,unsuccessful payment,closed,eardrop_headphones,9,english,0,0,2025-05-10 01:52:14,2025-05-12 06:22:55.200,2025-05-10 20:22:55.200,34.0,52.51144444444445
TKT-06674,chat,product,product consulting / information,closed,on-ear_headphones,5,german,1,0,2024-12-07 13:48:38,2024-12-08 08:23:25.600,2024-12-07 19:23:25.600,13.0,18.579888888888892
TKT-06675,chat,logistics,status of the order,closed,speaker_20wt,1,french,1,0,2025-01-16 19:03:30,2025-01-17 20:25:22.600,2025-01-16 09:25:22.600,35.0,25.364611111111113
TKT-06676,chat,troubleshooting,power supply,closed,on-ear_headphones,4,english,0,0,2024-05-30 21:21:12,2024-06-02 03:10:19.200,2024-05-31 21:10:19.200,30.0,53.81866666666667
TKT-06677,chat,complaint,service complaint,closed,amplifier,3,english,0,0,2023-09-19 04:05:58,2023-09-22 16:40:58.800,2023-09-19 20:40:58.800,68.0,84.58355555555555
TKT-06678,email,complaint,service complaint,closed,amplifier,1,german,1,0,2024-06-19 19:12:26,2024-06-21 17:15:13.000,2024-06-19 09:15:13.000,56.0,46.04638888888889
TKT-06679,email,logistics,status of the order,closed,speaker_20wt,3,german,0,0,2025-05-02 05:34:24,2025-05-05 16:55:15.400,2025-05-02 20:55:15.400,68.0,83.34761111111112
TKT-06680,phone,product,product consulting / information,closed,eardrop_headphones,9,german,1,0,2023-12-14 12:23:24,2023-12-15 15:04:57.800,2023-12-14 09:34:57.800,29.5,26.692722222222223
TKT-06681,phone,logistics,lost package,closed,eardrop_headphones,2,german,1,0,2024-06-14 18:03:49,2024-06-17 05:16:49.000,2024-06-14 09:46:49.000,67.5,59.21666666666667
TKT-06682,email,rma,replacement,closed,on-ear_headphones,10,english,0,0,2025-05-21 00:49:18,2025-05-25 22:56:51.200,2025-05-21 21:56:51.200,97.0,118.1258888888889
TKT-06683,email,finance,unsuccessful payment,closed,eardrop_headphones,7,german,0,0,2024-06-24 13:19:57,2024-06-27 03:46:54.600,2024-06-24 22:16:54.600,53.5,62.449333333333335
TKT-06684,chat,troubleshooting,power supply,closed,on-ear_headphones,12,german,1,0,2024-08-09 21:18:12,2024-08-12 13:47:23.200,2024-08-10 09:47:23.200,52.0,64.48644444444444
TKT-06685,email,logistics,status of the order,closed,speaker_20wt,4,german,0,0,2024-07-16 23:12:42,2024-07-19 12:30:03.000,2024-07-17 09:00:03.000,51.5,61.28916666666667
TKT-06686,chat,rma,return,closed,turntable,3,english,0,1,2024-06-12 10:37:11,2024-06-15 03:45:08.000,2024-06-12 20:15:08.000,55.5,65.1325
TKT-06687,phone,troubleshooting,sound resolution,closed,turntable,5,german,0,0,2025-05-02 09:50:11,2025-05-03 23:36:40.800,2025-05-02 10:06:40.800,37.5,37.77494444444444
TKT-06688,phone,logistics,status of the order,closed,eardrop_headphones,12,german,0,0,2024-07-19 00:13:19,2024-07-22 15:10:48.000,2024-07-19 19:10:48.000,68.0,86.95805555555556
TKT-06689,chat,troubleshooting,power supply,closed,eardrop_headphones,11,german,0,0,2025-03-22 19:13:14,2025-03-23 19:53:28.800,2025-03-22 10:53:28.800,33.0,24.67077777777778
TKT-06690,email,product,product consulting / information,closed,turntable,5,english,1,0,2023-12-09 05:42:16,2023-12-10 14:30:03.800,2023-12-09 09:30:03.800,29.0,32.79661111111111
TKT-06691,email,troubleshooting,power supply,closed,eardrop_headphones,8,french,0,0,2025-04-25 16:45:56,2025-04-27 18:35:32.000,2025-04-25 20:05:32.000,46.5,49.82666666666667
TKT-06692,chat,logistics,status of the order,closed,on-ear_headphones,4,french,1,0,2025-03-29 23:41:07,2025-03-31 20:03:14.800,2025-03-30 10:03:14.800,34.0,44.36883333333333
TKT-06693,phone,finance,payment details,closed,on-ear_headphones,11,german,0,0,2024-01-20 17:16:45,2024-01-21 19:36:51.800,2024-01-20 10:36:51.800,33.0,26.335222222222225
TKT-06694,chat,logistics,status of the order,closed,on-ear_headphones,12,english,1,0,2023-12-13 19:03:17,2023-12-15 18:41:38.400,2023-12-13 09:11:38.400,57.5,47.63927777777778
TKT-06695,phone,complaint,service complaint,closed,eardrop_headphones,5,english,0,0,2024-08-19 11:56:52,2024-08-22 05:59:57.400,2024-08-19 09:59:57.400,68.0,66.0515
TKT-06696,phone,rma,replacement,closed,on-ear_headphones,1,english,0,0,2025-07-08 02:50:29,2025-07-10 09:40:21.400,2025-07-08 21:10:21.400,36.5,54.83122222222222
TKT-06697,email,finance,payment details,closed,speaker_40wt,9,french,0,0,2025-01-11 00:20:26,2025-01-13 09:02:58.800,2025-01-11 09:32:58.800,47.5,56.709111111111106
TKT-06698,chat,troubleshooting,sound resolution,closed,eardrop_headphones,11,german,0,0,2023-12-23 17:26:57,2023-12-25 01:25:35.000,2023-12-23 09:55:35.000,39.5,31.977222222222224
TKT-06699,phone,troubleshooting,power supply,closed,turntable,10,french,1,0,2024-05-20 13:49:19,2024-05-22 04:31:29.200,2024-05-20 09:31:29.200,43.0,38.70283333333334
TKT-06700,phone,logistics,lost package,new,on-ear_headphones,11,german,1,0,2025-05-06 21:09:34,,,,
TKT-06701,phone,rma,replacement,closed,turntable,6,french,0,1,2025-04-29 02:45:02,2025-05-03 00:14:13.000,2025-04-29 20:14:13.000,76.0,93.48638888888888
TKT-06702,phone,rma,return,closed,turntable,12,english,0,1,2024-11-05 11:47:42,2024-11-10 18:34:15.000,2024-11-05 21:04:15.000,117.5,126.77583333333334
TKT-06703,phone,troubleshooting,power supply,closed,turntable,5,german,1,0,2024-02-15 19:43:45,2024-02-17 00:58:15.600,2024-02-15 09:58:15.600,39.0,29.241833333333336
TKT-06704,email,rma,return,closed,eardrop_headphones,9,english,1,0,2025-07-08 05:50:34,2025-07-11 02:23:13.000,2025-07-08 19:23:13.000,55.0,68.54416666666667
TKT-06705,email,finance,unsuccessful payment,closed,on-ear_headphones,9,english,0,0,2024-05-23 00:30:11,2024-05-25 23:09:14.800,2024-05-23 19:39:14.800,51.5,70.65105555555556
TKT-06706,phone,logistics,status of the order,closed,speaker_flagship,1,english,1,0,2025-07-22 02:02:44,2025-07-23 06:58:07.600,2025-07-22 10:58:07.600,20.0,28.923222222222225
TKT-06707,email,troubleshooting,bluetooth connection,closed,eardrop_headphones,11,english,0,0,2024-04-30 18:12:16,2024-05-01 22:22:57.400,2024-04-30 20:22:57.400,26.0,28.178166666666666
TKT-06708,email,troubleshooting,bluetooth connection,open,speaker_20wt,8,english,0,1,2025-07-28 06:42:27,,,,
TKT-06709,phone,product,product consulting / information,closed,eardrop_headphones,7,german,1,0,2025-04-01 21:52:21,2025-04-04 05:23:44.600,2025-04-02 19:23:44.600,34.0,55.52322222222222
TKT-06710,phone,logistics,status of the order,closed,on-ear_headphones,10,german,0,0,2024-10-11 13:59:13,2024-10-14 05:59:07.400,2024-10-11 20:59:07.400,57.0,63.998444444444445
TKT-06711,email,product,product consulting / information,closed,turntable,10,german,1,0,2023-12-01 22:17:02,2023-12-03 01:56:15.400,2023-12-02 09:26:15.400,16.5,27.65372222222222
TKT-06712,email,finance,unsuccessful payment,closed,speaker_20wt,12,french,0,1,2024-05-15 06:41:55,2024-05-18 12:35:59.400,2024-05-15 19:35:59.400,65.0,77.90122222222223
TKT-06713,email,rma,replacement,closed,speaker_20wt,7,german,0,0,2024-05-21 22:19:52,2024-05-25 08:53:58.200,2024-05-22 09:53:58.200,71.0,82.56838888888889
TKT-06714,phone,product,product consulting / information,closed,on-ear_headphones,4,german,1,0,2023-12-28 13:48:52,2023-12-30 06:57:44.600,2023-12-28 20:57:44.600,34.0,41.14794444444445
TKT-06715,phone,logistics,status of the order,closed,speaker_20wt,11,english,1,0,2025-02-08 01:36:00,2025-02-10 09:26:50.600,2025-02-08 09:26:50.600,48.0,55.847388888888894
TKT-06716,phone,logistics,status of the order,closed,eardrop_headphones,6,german,0,0,2024-04-15 11:45:53,2024-04-18 04:14:37.600,2024-04-15 08:14:37.600,68.0,64.47905555555556
TKT-06717,phone,product,product consulting / information,open,on-ear_headphones,7,english,1,0,2025-05-03 09:09:23,,,,
TKT-06718,phone,finance,payment details,closed,eardrop_headphones,10,german,0,0,2023-10-27 07:24:21,2023-10-30 13:18:51.400,2023-10-27 20:48:51.400,64.5,77.90844444444446
TKT-06719,phone,finance,payment details,closed,speaker_20wt,4,german,0,0,2024-06-27 00:28:29,2024-06-30 14:09:34.000,2024-06-27 20:39:34.000,65.5,85.68472222222222
TKT-06720,email,product,product consulting / information,open,eardrop_headphones,11,german,1,0,2024-10-12 18:22:04,,,,
TKT-06721,chat,rma,replacement,closed,eardrop_headphones,9,english,0,1,2023-11-20 08:46:06,2023-11-24 21:07:23.200,2023-11-20 19:07:23.200,98.0,108.35477777777778
TKT-06722,chat,complaint,product complaint,closed,on-ear_headphones,3,english,0,1,2025-08-20 07:46:48,2025-08-21 06:20:26.400,2025-08-20 19:50:26.400,10.5,22.560666666666666
TKT-06723,email,rma,return,closed,eardrop_headphones,9,german,0,0,2024-02-07 22:55:35,2024-02-11 13:49:03.800,2024-02-08 09:49:03.800,76.0,86.89133333333334
TKT-06724,chat,troubleshooting,power supply,closed,on-ear_headphones,9,english,0,0,2024-09-30 10:20:04,2024-10-02 16:14:41.200,2024-09-30 21:14:41.200,43.0,53.910333333333334
TKT-06725,email,troubleshooting,bluetooth connection,open,on-ear_headphones,11,english,1,0,2024-09-30 17:05:04,,,,
TKT-06726,email,complaint,service complaint,closed,eardrop_headphones,4,english,0,0,2023-12-05 22:22:26,2023-12-07 22:52:34.000,2023-12-06 08:52:34.000,38.0,48.50222222222222
TKT-06727,email,troubleshooting,bluetooth connection,closed,eardrop_headphones,11,english,0,0,2023-11-02 06:55:24,2023-11-04 08:36:10.400,2023-11-02 21:06:10.400,35.5,49.67955555555555
TKT-06728,email,rma,return,closed,on-ear_headphones,1,english,0,0,2025-03-28 08:33:35,2025-04-01 02:26:26.000,2025-03-28 20:56:26.000,77.5,89.88083333333333
TKT-06729,phone,troubleshooting,power supply,new,eardrop_headphones,5,english,0,0,2025-06-13 15:45:55,,,,
TKT-06730,phone,rma,replacement,closed,on-ear_headphones,4,french,0,0,2025-04-01 08:06:18,2025-04-03 21:49:08.000,2025-04-01 20:49:08.000,49.0,61.71388888888889
TKT-06731,phone,troubleshooting,sound resolution,closed,eardrop_headphones,10,german,0,0,2025-01-28 01:32:32,2025-01-30 03:31:14.200,2025-01-28 09:31:14.200,42.0,49.978388888888894
TKT-06732,chat,finance,unsuccessful payment,open,eardrop_headphones,12,french,0,1,2025-07-30 23:16:49,,,,
TKT-06733,phone,rma,return,closed,amplifier,5,english,1,0,2024-11-11 13:48:54,2024-11-17 20:40:01.000,2024-11-11 20:40:01.000,144.0,150.85194444444446
TKT-06734,chat,logistics,lost package,closed,speaker_20wt,4,french,1,0,2023-10-19 13:28:13,2023-10-21 17:52:18.400,2023-10-19 19:52:18.400,46.0,52.4015
TKT-06735,email,troubleshooting,power supply,closed,eardrop_headphones,10,german,0,0,2024-02-05 18:56:08,2024-02-08 04:24:07.600,2024-02-06 09:24:07.600,43.0,57.46655555555556
TKT-06736,chat,rma,replacement,closed,speaker_40wt,10,french,0,0,2023-12-25 23:40:19,2023-12-28 09:56:13.600,2023-12-26 20:26:13.600,37.5,58.265166666666666
TKT-06737,email,finance,payment details,closed,eardrop_headphones,6,english,0,0,2024-07-05 01:37:03,2024-07-08 08:43:57.400,2024-07-05 08:43:57.400,72.0,79.11511111111112
TKT-06738,phone,troubleshooting,power supply,closed,eardrop_headphones,2,english,1,0,2025-04-03 17:46:07,2025-04-04 22:10:49.400,2025-04-03 09:40:49.400,36.5,28.411777777777775
TKT-06739,chat,rma,return,closed,turntable,10,english,0,0,2025-02-20 08:14:22,2025-02-21 23:49:43.200,2025-02-20 20:19:43.200,27.5,39.589222222222226
TKT-06740,phone,complaint,product complaint,closed,eardrop_headphones,11,english,0,0,2024-05-02 06:09:29,2024-05-04 12:54:01.600,2024-05-02 08:24:01.600,52.5,54.74238888888889
TKT-06741,phone,complaint,product complaint,closed,speaker_20wt,12,english,0,0,2024-12-24 09:26:41,2024-12-27 04:13:05.800,2024-12-24 08:13:05.800,68.0,66.77355555555555
TKT-06742,phone,rma,return,closed,speaker_20wt,8,english,0,0,2023-09-27 04:11:29,2023-10-01 22:57:26.600,2023-09-27 19:27:26.600,99.5,114.76599999999999
TKT-06743,email,troubleshooting,power supply,closed,speaker_flagship,8,english,0,0,2025-04-04 18:50:12,2025-04-06 06:23:08.400,2025-04-04 09:53:08.400,44.5,35.549
TKT-06744,chat,logistics,lost package,closed,on-ear_headphones,8,french,1,0,2025-03-04 21:07:31,2025-03-07 11:46:45.200,2025-03-04 21:16:45.200,62.5,62.65394444444445
TKT-06745,email,product,product consulting / information,closed,eardrop_headphones,11,french,0,1,2024-08-28 14:11:24,2024-08-29 19:45:20.600,2024-08-28 20:45:20.600,23.0,29.565722222222224
TKT-06746,phone,troubleshooting,sound resolution,closed,eardrop_headphones,8,english,0,0,2024-07-23 17:44:05,2024-07-25 17:05:51.200,2024-07-23 20:35:51.200,44.5,47.362833333333334
TKT-06747,email,complaint,product complaint,closed,turntable,12,english,0,1,2023-12-29 02:08:40,2024-01-01 06:37:41.400,2023-12-29 20:07:41.400,58.5,76.48372222222223
TKT-06748,email,rma,return,closed,eardrop_headphones,4,french,0,0,2024-12-11 10:35:28,2024-12-13 05:29:21.200,2024-12-11 20:29:21.200,33.0,42.89811111111111
